"","index","country","organisation","unit","subgroup","date","hhsize","hhchildren","partner"
"5223",5564,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-16,4,2,"Ethiopia Save the Children"
"5224",5565,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-16,3,1,"Ethiopia Save the Children"
"5225",5566,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-16,5,3,"Ethiopia Save the Children"
"5226",5567,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-16,2,1,"Ethiopia Save the Children"
"5227",5568,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-16,3,2,"Ethiopia Save the Children"
"5228",5569,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-16,5,3,"Ethiopia Save the Children"
"5229",5570,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-16,4,2,"Ethiopia Save the Children"
"5230",5571,"Ethiopia","Save the Children","Village","Refugee_HH",2023-01-16,5,3,"Ethiopia Save the Children"
"5231",5572,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-17,5,3,"Ethiopia Save the Children"
"5232",5573,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-16,3,1,"Ethiopia Save the Children"
"5233",5574,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-16,4,2,"Ethiopia Save the Children"
"5234",5575,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-16,4,2,"Ethiopia Save the Children"
"5235",5576,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-16,4,2,"Ethiopia Save the Children"
"5236",5577,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-16,3,1,"Ethiopia Save the Children"
"5237",5578,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-16,5,2,"Ethiopia Save the Children"
"5238",5579,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-17,2,1,"Ethiopia Save the Children"
"5239",5580,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-17,2,1,"Ethiopia Save the Children"
"5240",5581,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-17,3,2,"Ethiopia Save the Children"
"5241",5582,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-17,4,2,"Ethiopia Save the Children"
"5242",5583,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-16,4,2,"Ethiopia Save the Children"
"5243",5584,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,4,2,"Ethiopia Save the Children"
"5244",5585,"Colombia","Terres des Hommes","Neighbourhood/_quarter","Internally_displaced_HH",2023-01-19,5,2,"Colombia Terres des Hommes"
"5245",5586,"Colombia","Terres des Hommes","Neighbourhood/_quarter","Internally_displaced_HH",2023-01-19,5,3,"Colombia Terres des Hommes"
"5246",5587,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-19,3,1,"Ethiopia Save the Children"
"5247",5588,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-19,4,2,"Ethiopia Save the Children"
"5248",5589,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,4,2,"Ethiopia Save the Children"
"5249",5590,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,4,2,"Ethiopia Save the Children"
"5250",5591,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,4,2,"Ethiopia Save the Children"
"5251",5592,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,3,1,"Ethiopia Save the Children"
"5252",5593,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,4,2,"Ethiopia Save the Children"
"5253",5594,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-19,3,1,"Ethiopia Save the Children"
"5254",5595,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-19,4,2,"Ethiopia Save the Children"
"5255",5596,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-19,3,1,"Ethiopia Save the Children"
"5256",5597,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-19,4,2,"Ethiopia Save the Children"
"5257",5598,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-19,4,2,"Ethiopia Save the Children"
"5258",5599,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-19,3,1,"Ethiopia Save the Children"
"5259",5600,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-19,3,1,"Ethiopia Save the Children"
"5260",5601,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-19,4,2,"Ethiopia Save the Children"
"5261",5602,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,6,2,"Ethiopia Save the Children"
"5262",5603,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,4,1,"Ethiopia Save the Children"
"5263",5604,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,3,1,"Ethiopia Save the Children"
"5264",5605,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,5,1,"Ethiopia Save the Children"
"5265",5606,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,3,1,"Ethiopia Save the Children"
"5266",5607,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-19,3,1,"Ethiopia Save the Children"
"5267",5608,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-19,3,1,"Ethiopia Save the Children"
"5268",5609,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-19,4,1,"Ethiopia Save the Children"
"5269",5610,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-19,4,1,"Ethiopia Save the Children"
"5270",5611,"Ethiopia","Save the Children","Neighbourhood/_quarter","Internally_displaced_HH",2023-01-19,3,1,"Ethiopia Save the Children"
"5271",5612,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-19,5,2,"Ethiopia Save the Children"
"5272",5613,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-19,3,1,"Ethiopia Save the Children"
"5273",5614,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-19,2,1,"Ethiopia Save the Children"
"5274",5615,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,3,1,"Ethiopia Save the Children"
"5275",5616,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,3,1,"Ethiopia Save the Children"
"5276",5617,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,2,1,"Ethiopia Save the Children"
"5277",5618,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,3,1,"Ethiopia Save the Children"
"5278",5619,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,3,1,"Ethiopia Save the Children"
"5279",5620,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,3,1,"Ethiopia Save the Children"
"5280",5621,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,3,1,"Ethiopia Save the Children"
"5281",5622,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,3,1,"Ethiopia Save the Children"
"5282",5623,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,3,1,"Ethiopia Save the Children"
"5283",5624,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,4,2,"Ethiopia Save the Children"
"5284",5625,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,4,2,"Ethiopia Save the Children"
"5285",5626,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,2,1,"Ethiopia Save the Children"
"5286",5627,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,4,2,"Ethiopia Save the Children"
"5287",5628,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,4,2,"Ethiopia Save the Children"
"5288",5629,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5289",5630,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5290",5631,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5291",5632,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5292",5633,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5293",5634,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5294",5635,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5295",5636,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5296",5637,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5297",5638,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5298",5639,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5299",5640,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5300",5641,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5301",5642,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,4,2,"Ethiopia Save the Children"
"5302",5643,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,4,2,"Ethiopia Save the Children"
"5303",5644,"Ethiopia","ChildFund","Village","Internally_displaced_HH",2023-01-18,4,2,"Ethiopia ChildFund"
"5304",5645,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,4,2,"Ethiopia Save the Children"
"5305",5646,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,4,2,"Ethiopia Save the Children"
"5306",5647,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,3,1,"Ethiopia Save the Children"
"5307",5648,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,3,2,"Ethiopia Save the Children"
"5308",5649,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,4,1,"Ethiopia Save the Children"
"5309",5650,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,3,2,"Ethiopia Save the Children"
"5310",5651,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,5,3,"Ethiopia Save the Children"
"5311",5652,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,4,2,"Ethiopia Save the Children"
"5312",5653,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,4,2,"Ethiopia Save the Children"
"5313",5654,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,4,2,"Ethiopia Save the Children"
"5314",5655,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-19,4,2,"Ethiopia Save the Children"
"5315",5656,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-19,4,2,"Ethiopia Save the Children"
"5316",5657,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,3,1,"Ethiopia Save the Children"
"5317",5658,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,5,3,"Ethiopia Save the Children"
"5318",5659,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-19,5,3,"Ethiopia Save the Children"
"5319",5660,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-20,4,2,"Ethiopia Save the Children"
"5320",5661,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,5,3,"Ethiopia Save the Children"
"5321",5662,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-20,4,2,"Ethiopia Save the Children"
"5322",5663,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-20,4,2,"Ethiopia Save the Children"
"5323",5664,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,4,1,"Ethiopia Save the Children"
"5324",5665,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5325",5666,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,7,2,"Ethiopia Save the Children"
"5326",5667,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5327",5668,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,6,1,"Ethiopia Save the Children"
"5328",5669,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-20,4,1,"Ethiopia Save the Children"
"5329",5670,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-20,2,1,"Ethiopia Save the Children"
"5330",5672,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-20,6,2,"Ethiopia Save the Children"
"5331",5673,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-20,4,1,"Ethiopia Save the Children"
"5332",5674,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-20,5,2,"Ethiopia Save the Children"
"5333",5675,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-20,4,2,"Ethiopia Save the Children"
"5334",5676,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5335",5677,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5336",5678,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,4,2,"Ethiopia Save the Children"
"5337",5679,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5338",5680,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,4,2,"Ethiopia Save the Children"
"5339",5681,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5340",5682,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,4,2,"Ethiopia Save the Children"
"5341",5683,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,4,2,"Ethiopia Save the Children"
"5342",5684,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,4,2,"Ethiopia Save the Children"
"5343",5685,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5344",5686,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,4,2,"Ethiopia Save the Children"
"5345",5687,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,4,2,"Ethiopia Save the Children"
"5346",5688,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,3,2,"Ethiopia Save the Children"
"5347",5689,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,3,1,"Ethiopia Save the Children"
"5348",5690,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,6,4,"Ethiopia Save the Children"
"5349",5691,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,3,2,"Ethiopia Save the Children"
"5350",5692,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-19,3,1,"Ethiopia Save the Children"
"5351",5693,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-19,3,2,"Ethiopia Save the Children"
"5352",5694,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-19,4,2,"Ethiopia Save the Children"
"5353",5695,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,4,3,"Ethiopia Save the Children"
"5354",5696,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,2,1,"Ethiopia Save the Children"
"5355",5697,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,3,1,"Ethiopia Save the Children"
"5356",5698,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,3,1,"Ethiopia Save the Children"
"5357",5699,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,2,1,"Ethiopia Save the Children"
"5358",5700,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-19,3,2,"Ethiopia Save the Children"
"5359",5701,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-19,3,1,"Ethiopia Save the Children"
"5360",5702,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-19,2,1,"Ethiopia Save the Children"
"5361",5703,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5362",5704,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5363",5705,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5364",5706,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5365",5707,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5366",5708,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5367",5709,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5368",5710,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5369",5711,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5370",5712,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5371",5713,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5372",5714,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5373",5715,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,2,1,"Ethiopia Save the Children"
"5374",5716,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-18,2,1,"Ethiopia Save the Children"
"5375",5717,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-18,2,1,"Ethiopia Save the Children"
"5376",5718,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-18,2,1,"Ethiopia Save the Children"
"5377",5719,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-18,3,1,"Ethiopia Save the Children"
"5378",5720,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-18,2,1,"Ethiopia Save the Children"
"5379",5721,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,4,2,"Ethiopia Save the Children"
"5380",5722,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,4,2,"Ethiopia Save the Children"
"5381",5723,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,4,2,"Ethiopia Save the Children"
"5382",5724,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,4,2,"Ethiopia Save the Children"
"5383",5725,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5384",5726,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5385",5727,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,2,1,"Ethiopia Save the Children"
"5386",5728,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,4,2,"Ethiopia Save the Children"
"5387",5729,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-20,5,2,"Ethiopia Save the Children"
"5388",5730,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-20,5,3,"Ethiopia Save the Children"
"5389",5731,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5390",5732,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-20,5,3,"Ethiopia Save the Children"
"5391",5733,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5392",5734,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-21,2,1,"Ethiopia Save the Children"
"5393",5735,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-21,4,3,"Ethiopia Save the Children"
"5394",5736,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-21,4,1,"Ethiopia Save the Children"
"5395",5737,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-21,3,1,"Ethiopia Save the Children"
"5396",5738,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-21,2,1,"Ethiopia Save the Children"
"5397",5739,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-21,4,2,"Ethiopia Save the Children"
"5398",5740,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-21,3,1,"Ethiopia Save the Children"
"5399",5741,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-21,4,2,"Ethiopia Save the Children"
"5400",5742,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-21,4,2,"Ethiopia Save the Children"
"5401",5743,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-21,3,1,"Ethiopia Save the Children"
"5402",5744,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-21,4,2,"Ethiopia Save the Children"
"5403",5745,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,2,1,"Ethiopia Save the Children"
"5404",5746,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,2,1,"Ethiopia Save the Children"
"5405",5747,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,3,1,"Ethiopia Save the Children"
"5406",5748,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,2,1,"Ethiopia Save the Children"
"5407",5749,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,3,1,"Ethiopia Save the Children"
"5408",5750,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,2,1,"Ethiopia Save the Children"
"5409",5751,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,3,1,"Ethiopia Save the Children"
"5410",5752,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,3,1,"Ethiopia Save the Children"
"5411",5753,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-21,3,1,"Ethiopia Save the Children"
"5412",5754,"Ethiopia","Save the Children","Neighbourhood/_quarter","Host_community_HH",2023-01-21,3,1,"Ethiopia Save the Children"
"5413",5756,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,2,1,"Ethiopia Save the Children"
"5414",5757,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,2,1,"Ethiopia Save the Children"
"5415",5758,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,2,1,"Ethiopia Save the Children"
"5416",5759,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,3,1,"Ethiopia Save the Children"
"5417",5760,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,3,1,"Ethiopia Save the Children"
"5418",5761,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5419",5762,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,2,1,"Ethiopia Save the Children"
"5420",5763,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5421",5764,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,2,1,"Ethiopia Save the Children"
"5422",5765,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5423",5766,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,2,1,"Ethiopia Save the Children"
"5424",5767,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,2,1,"Ethiopia Save the Children"
"5425",5768,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,3,2,"Ethiopia Save the Children"
"5426",5769,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-18,2,1,"Ethiopia Save the Children"
"5427",5770,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-18,2,1,"Ethiopia Save the Children"
"5428",5771,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-18,3,1,"Ethiopia Save the Children"
"5429",5772,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-18,3,2,"Ethiopia Save the Children"
"5430",5773,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-18,2,1,"Ethiopia Save the Children"
"5431",5774,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,4,2,"Ethiopia Save the Children"
"5432",5775,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,2,3,"Ethiopia Save the Children"
"5433",5776,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,4,2,"Ethiopia Save the Children"
"5434",5777,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,4,2,"Ethiopia Save the Children"
"5435",5778,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,3,2,"Ethiopia Save the Children"
"5436",5779,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,4,2,"Ethiopia Save the Children"
"5437",5780,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,5,3,"Ethiopia Save the Children"
"5438",5781,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,3,1,"Ethiopia Save the Children"
"5439",5782,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,5,2,"Ethiopia Save the Children"
"5440",5783,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,3,1,"Ethiopia Save the Children"
"5441",5784,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,5,2,"Ethiopia Save the Children"
"5442",5785,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-19,2,1,"Ethiopia Save the Children"
"5443",5786,"Ethiopia","Save the Children","Neighbourhood/_quarter","Internally_displaced_HH",2023-01-21,3,1,"Ethiopia Save the Children"
"5444",5787,"Ethiopia","Save the Children","Neighbourhood/_quarter","Internally_displaced_HH",2023-01-21,3,1,"Ethiopia Save the Children"
"5445",5788,"Ethiopia","Save the Children","Neighbourhood/_quarter","Internally_displaced_HH",2023-01-21,3,1,"Ethiopia Save the Children"
"5446",5789,"Ethiopia","Save the Children","Neighbourhood/_quarter","Internally_displaced_HH",2023-01-21,3,1,"Ethiopia Save the Children"
"5447",5790,"Ethiopia","Save the Children","Neighbourhood/_quarter","Internally_displaced_HH",2023-01-21,3,1,"Ethiopia Save the Children"
"5448",5791,"Ethiopia","Save the Children","Neighbourhood/_quarter","Internally_displaced_HH",2023-01-21,3,1,"Ethiopia Save the Children"
"5449",5792,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,3,1,"Ethiopia Save the Children"
"5450",5793,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-18,2,1,"Ethiopia Save the Children"
"5451",5794,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5452",5795,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,2,1,"Ethiopia Save the Children"
"5453",5796,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5454",5797,"Ethiopia","Save the Children","Neighbourhood/_quarter","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5455",5798,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,4,2,"Ethiopia Save the Children"
"5456",5799,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,3,1,"Ethiopia Save the Children"
"5457",5800,"Ethiopia","Save the Children","Village","Host_community_HH",2023-01-20,4,2,"Ethiopia Save the Children"
"5458",5801,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-20,4,2,"Ethiopia Save the Children"
"5459",5802,"Ethiopia","Save the Children","Village","Internally_displaced_HH",2023-01-20,2,1,"Ethiopia Save the Children"
